Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Residancy_Altitude,Looking_at_poles_results,Yearly_ExpensesK,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Garden_sqr_meter_per_person_in_residancy_area,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
Reds,2,612.5383495,122059.3391,Financial,204.1794498,No,597.8042315,No,Female,By_16:00,0.97391343,0.764998524,2.725007392,1.966667306,9.173468759,0.713313799,3846,23.37036133,646.6193209,7271.280957,78365.88609,Yes,357369.8992,25.42871056,837557.1431,82.67854478,41903.42719,60,45_and_up,1,999.8610399,20,Car,Industry_or_other,716.2464559,0,No
Oranges,3.333333333,654.5024442,81291.8587,Education,218.1674814,No,372.6121702,Yes,Female,After_16:00,0.927291568,0.397932347,2.29997261,2.87893934,2.236183365,5.67637101,6435,91.04700817,548.1146188,4822.350939,67073.39488,Yes,138839.8293,23.41184783,601976.2228,31.66160693,47825.21742,100,30-45,2,897.7343409,15,Foot_or_bicycle,Student_or_Unemployed,734.339934,0,No
Browns,4,1476.65614,284885.5177,Environment,492.2187135,Yes,578.7783153,No,Female,After_16:00,0.038842813,0.061787374,7.726229222,7.242127734,9.535276445,2.723746717,5558,59.63326602,799.0336585,7385.85047,94743.35528,No,334984.3382,28.26718342,1278410.589,1.809832454,242781.4806,90,45_and_up,1,1233.126195,9,Public_or_other,Public_Sector,912.2361411,1,No
Blues,3,399.56356,51897.91777,Healthcare,133.1878533,No,389.6595408,Yes,Female,By_16:00,0.921274786,0.911148768,6.749131961,6.594252677,6.313445894,0.232838362,5043,72.33975765,573.0164119,5042.628232,66157.66919,Yes,151834.5577,23.93776121,657690.5867,54.85643246,17882.19213,80,30-45,3,852.3360302,18,Car,Student_or_Unemployed,595.3106109,1,No
Oranges,8,247.1644095,38184.57203,Financial,82.38813651,No,463.4717285,Yes,Male,By_16:00,0.044852608,0.034335908,9.477125425,0.214106115,0.109948439,5.395140394,8186,5.202114861,588.8044995,5812.326284,72031.95339,Yes,214806.0431,24.26529414,694596.1914,41.78928048,6880.193173,60,45_and_up,2,946.8923974,10,Car,Student_or_Unemployed,741.2423499,0,No
Yellows,7,710.7819038,131036.2248,Financial,182.9519439,No,553.0651138,No,Male,By_16:00,0.838689548,0.695382619,6.770914223,6.874040239,4.608077707,1.429851458,9688,70.05519434,549.8993085,6630.449755,72315.46642,Yes,305881.0201,23.44993195,606164.2343,80.08615717,56381.47339,60,Below_30,3,961.5509936,6,Motorcycle_or_truck,Public_Sector,822.6702091,0,No
Blues,9,74.7634999,14589.09112,Healthcare,24.92116663,No,585.4096375,No,Female,After_16:00,0.334724314,0.004443953,5.021487831,7.773717698,5.153870303,5.133723675,8421,85.85476149,642.8875961,7139.871567,76747.78724,Yes,342704.4436,25.35522818,827872.3674,82.55578049,655.985713,80,Below_30,1,971.1575332,7,Car,Industry_or_other,668.0354661,0,No
Yellows,5,471.165043,68626.27799,Education,157.0550143,No,436.9569369,Yes,Female,By_16:00,0.263437718,0.966238566,0.491633946,6.754234382,3.918356784,5.938510578,5381,8.016300132,614.2030784,5597.975526,70464.57319,Yes,190931.3647,24.78312084,755542.1504,85.21362233,24833.33255,100,Below_30,1,898.6536596,17,Public_or_other,Services_or_Retail,604.3503907,0,No
Oranges,8,72.15410693,18712.91536,Social,24.05136898,No,778.0395112,No,Male,By_16:00,0.612571245,0.60966245,6.28260907,2.056259417,8.88916435,4.020102194,4192,56.85566245,837.8209407,9456.036993,96430.49323,Yes,605345.4809,28.94513674,1405379.294,93.09789173,612.5197186,70,45_and_up,2,1183.54163,14,Car,Industry_or_other,703.3976648,0,No
Reds,3,740.1336036,91000.36886,Healthcare,246.7112012,No,368.8538194,Yes,Female,After_16:00,0.477196258,0.953464881,1.522112957,4.26125647,2.575059235,4.948282994,8048,61.61137403,698.9910652,5086.520324,80901.9826,Yes,136053.1401,26.43843916,978369.4453,18.414695,61123.128,80,45_and_up,3,1072.763916,3,Car,Services_or_Retail,813.5731505,0,No
Browns,7,1393.388578,303119.9772,Education,464.4628595,Yes,652.6247922,No,Female,By_16:00,0.956856926,0.820801174,8.856250537,4.465353284,7.541136462,7.810667336,8446,57.92042168,323.5084726,7173.264867,53814.76795,No,425919.1194,17.98634128,210710.2393,75.67934263,216200.2107,100,30-45,1,722.4955106,4,Public_or_other,Industry_or_other,732.1508119,1,No
Blues,7,36.34911133,4994.944384,Education,12.11637044,No,412.2475792,Yes,Male,After_16:00,0.909783498,0.311572785,0.00564113,3.630232788,9.295385948,3.721569397,9639,45.95474305,553.3214418,5229.118676,65127.79844,Yes,169948.0666,23.52278559,613353.8258,81.33623707,168.9228032,100,Below_30,2,840.385235,8,Car,Industry_or_other,602.3423589,0,No
Greys,3,182.9476762,28705.90185,Education,60.98255874,No,470.7231452,Yes,Female,After_16:00,0.324097034,0.233056907,1.861290003,4.029730642,7.480228168,4.151326832,7148.666667,53.38042295,636.3933152,5980.018083,76164.33656,Yes,221580.2795,25.2268372,811223.6515,66.51997555,3789.855029,100,Below_30,0,994.8388606,4,Motorcycle_or_truck,Services_or_Retail,750.0251249,0,No
Blues,3,503.8753168,66681.91029,Environment,167.9584389,No,397.014349,Yes,Female,By_16:00,0.673360471,0.47932653,1.458306732,6.887528109,9.065063368,8.516669779,8039,77.3468791,549.3182771,5068.780044,63795.8007,Yes,157620.3933,23.43753991,604477.7663,35.53900109,28387.99565,90,45_and_up,1,818.8942886,4,Car,Services_or_Retail,569.6128086,0,No
Yellows,4,479.726202,68732.99283,Healthcare,159.908734,No,429.8263835,Yes,Female,After_16:00,0.154979443,0.369452711,1.947877142,0.432376377,1.211465681,8.432746858,9143,29.48328082,631.61743,5561.498695,71830.50491,Yes,184750.72,25.13200012,798929.4196,45.74584393,25740.71194,80,30-45,2,915.6570644,15,Car,Hightech,608.4374781,0,No
Yellows,7,782.9471591,111692.7125,Education,260.9823864,No,427.9703089,Yes,Female,After_16:00,0.006091533,0.48141589,6.197090724,5.434177862,5.395510567,3.959921449,7548,46.50797669,630.5976561,5540.898402,73044.04673,Yes,183158.5853,25.11170357,796410.8973,56.8959597,68382.78838,100,30-45,2,943.3944646,14,Public_or_other,Industry_or_other,666.1190864,0,No
Purples,10,102.7523535,12128.35775,Social,34.25078449,Yes,354.1045244,Yes,Male,By_16:00,0.755540881,0.759471085,2.137817775,2.95658299,0.456212284,7.985933141,7207,71.70237585,544.2675758,4629.580396,61227.44754,No,125390.0142,23.32954298,593325.7215,71.41828029,1217.367022,70,30-45,1,778.8657176,13,Motorcycle_or_truck,Hightech,507.2288939,0,Yes
Oranges,4,367.1604703,48588.98621,Education,122.3868234,No,397.0115806,Yes,Male,By_16:00,0.617412258,0.465850447,3.38929778,2.507450541,1.185845635,8.976042827,9787,35.95402986,574.1745724,5118.464951,69305.77203,Yes,157618.1951,23.96194008,660482.6129,32.14410527,15110.92137,100,30-45,1,917.8193464,19,Foot_or_bicycle,Student_or_Unemployed,722.7221463,0,No
Yellows,7,540.3215723,58468.23386,Financial,180.1071908,No,324.6302028,Yes,Male,By_16:00,0.715423496,0.793038856,7.180455986,5.230131324,0.581297132,6.431769233,7284,95.07367823,540.060668,4326.423364,60846.52632,Yes,105384.7686,23.23920541,584192.7657,69.59982815,32628.70736,60,Below_30,2,782.0602178,10,Motorcycle_or_truck,Hightech,527.0851927,2,No
Blues,7,215.9235808,31191.78239,Environment,71.97452693,No,433.3725239,Yes,Female,By_16:00,0.320714227,0.420524373,6.024795328,1.769070246,2.487776123,6.437331941,8012,74.32066668,581.6063191,5496.937877,67608.6585,Yes,187811.7445,24.11651549,677571.403,14.99573693,5262.307054,90,30-45,3,864.8877237,9,Foot_or_bicycle,Public_Sector,596.2095681,0,No
Greys,5,344.357888,49389.27252,Education,114.7859627,No,430.2727562,Yes,Male,By_16:00,0.074936788,0.625226827,2.18772481,5.101037631,7.304262735,1.484253809,3667,50.56515771,580.4451625,5463.617887,70324.99445,Yes,185134.6447,24.09242957,674994.0871,49.52471713,13300.60319,100,45_and_up,1,925.7484566,5,Motorcycle_or_truck,Hightech,720.6410694,1,No
Pinks,4,169.7532376,55166.36576,Other,56.58441255,No,974.9392682,No,Female,After_16:00,0.818927656,0.767753375,5.292979919,2.644810686,0.684341153,9.278471542,7782,37.50761519,2.857107669,9755.106897,25749.11694,Yes,950506.5766,1.690298101,1390.247169,60.45642421,3268.380156,50,45_and_up,3,294.55621,4,Public_or_other,Student_or_Unemployed,388.9817726,3,Yes
Whites,2,735.3549644,137132.5964,Foreign_Affairs,245.1183215,No,559.4546974,No,Female,After_16:00,0.23038404,0.711997279,1.149202192,4.938426111,3.739520865,4.443574836,3814,64.86582947,728.7710802,7052.089135,87225.33454,Yes,312989.5585,26.99576041,1063628.069,99.76577726,60338.10984,40,45_and_up,2,1133.859404,5,Foot_or_bicycle,Industry_or_other,844.0399247,0,Yes
Reds,3,332.9628499,68074.99615,Healthcare,110.9876166,No,613.3566809,No,Male,After_16:00,0.135258431,0.442790675,0.221784082,8.250369171,5.631955224,8.088091614,9469,2.55746441,654.2407433,7442.048296,79156.93952,Yes,376206.418,25.57813018,857397.8926,15.23573122,12439.23866,80,45_and_up,1,1006.470087,16,Car,Services_or_Retail,712.6354992,0,No
Yellows,5,182.4531352,34524.06061,Healthcare,60.81771173,No,567.6645771,No,Female,By_16:00,0.710770407,0.770718832,8.51841114,8.133019395,9.942248268,3.175572002,7938,11.61395856,661.8036483,7000.253067,81290.88199,Yes,322243.0721,25.72554466,877358.6845,57.75840636,3769.611771,80,30-45,2,1058.830879,2,Foot_or_bicycle,Student_or_Unemployed,812.8822749,1,No
Yellows,6,275.6235288,34359.69661,Healthcare,91.87450961,No,373.9850885,Yes,Male,By_16:00,0.042604653,0.523572926,4.637739572,6.61175427,1.56204503,4.579962676,8399,61.78345496,554.3116635,4848.474212,64916.88682,Yes,139864.8464,23.54382432,615524.8346,78.10896093,8542.800026,80,Below_30,0,845.2835111,16,Foot_or_bicycle,Student_or_Unemployed,618.0090103,2,No
Greys,7,597.4790302,91362.57239,Environment,199.1596767,No,458.7403127,Yes,Female,By_16:00,0.995198087,0.71583298,9.826156606,4.047640893,9.460154693,3.598591546,3064,92.04118415,623.2486299,5833.900387,74548.89832,Yes,210442.6745,24.96494803,778080.8158,62.78177395,39873.73652,90,45_and_up,3,973.9808985,18,Foot_or_bicycle,Public_Sector,734.3662006,1,No
Yellows,3,302.3736146,41068.07754,Social,100.7912049,No,407.4569561,Yes,Female,After_16:00,0.17624067,0.394393625,8.688524484,4.072316128,4.70253248,5.160575898,8580,67.31070911,652.8008188,5380.171199,74008.48648,Yes,166021.1711,25.5499671,853361.26,45.02329607,10269.65818,70,45_and_up,1,951.258883,9,Car,Hightech,645.9849009,3,No
Greys,8,698.7929807,146821.8547,Social,232.9309936,No,630.3233953,No,Female,After_16:00,0.211002129,0.647489279,5.10173812,2.063685253,5.717815349,9.290703291,9403,96.47156727,595.0183321,7493.270617,73897.53691,Yes,397307.5826,24.3929976,709411.3706,64.06151718,54499.77876,70,30-45,3,937.2569389,17,Foot_or_bicycle,Hightech,677.4162011,0,No
Oranges,7,910.9358663,138635.5511,Healthcare,303.6452888,No,456.5707297,Yes,Male,After_16:00,0.052220894,0.667134247,8.295106825,3.852022784,5.119248913,6.932335452,9354,98.50156703,597.58902,5760.885337,73166.73639,Yes,208456.8312,24.44563397,715456.9711,81.45160747,92514.10668,80,Below_30,1,966.0505037,11,Public_or_other,Industry_or_other,765.1266255,3,No
Blues,4,960.1077961,128389.2909,Healthcare,320.035932,No,401.1714876,Yes,Male,After_16:00,0.627808884,0.4009879,0.196852202,5.328326393,5.052177736,4.552766874,9403,39.37634621,560.8823385,5133.479553,65143.47736,Yes,160938.5624,23.6829546,630174.0786,21.19077398,102753.0337,80,30-45,1,837.3672316,13,Motorcycle_or_truck,Public_Sector,584.9119565,1,No
Yellows,1,431.2797939,53071.79711,Financial,143.7599313,No,369.1696054,Yes,Female,After_16:00,0.986664859,0.0514958,6.619466029,7.21329869,3.670696095,3.937173211,4641,46.40224816,574.5554629,4840.806979,66509.29442,Yes,136286.1975,23.96988659,661227.5197,95.88326165,20820.67778,60,30-45,2,864.2119661,13,Motorcycle_or_truck,Services_or_Retail,620.390178,1,No
Greys,9,128.9916661,18289.08034,Social,42.99722203,No,425.3549293,Yes,Female,After_16:00,0.366848923,0.578182459,9.361014087,2.471255537,9.589260963,0.482340921,4284,93.69694002,575.4968413,5404.542976,70143.30349,Yes,180926.8159,23.98951524,663562.1716,38.99483175,1901.758324,70,30-45,2,927.2766149,10,Car,Hightech,733.5879296,0,No
Reds,8,380.5594294,75681.03349,Healthcare,126.8531431,No,596.603534,No,Male,After_16:00,0.010869025,0.80990819,1.438136916,1.895144149,3.814916096,6.85087624,6886,94.98715487,668.5258087,7303.086957,79422.66533,Yes,355935.7768,25.85586604,895147.0017,73.22978475,16228.57307,80,30-45,0,1004.775767,1,Public_or_other,Services_or_Retail,686.8843719,2,No
Yellows,2,748.5593016,121659.1387,Environment,249.5197672,No,487.5731492,Yes,Female,By_16:00,0.584078852,0.409619143,8.81947312,3.211611204,0.1617522,2.565011054,7795,62.85577409,660.6161014,6196.963695,80524.71169,Yes,237727.5759,25.70245322,874167.7391,80.40886805,62519.63399,90,45_and_up,3,1064.761372,17,Car,Hightech,842.8991322,0,No
Reds,8,254.9264561,51384.47591,Healthcare,84.97548536,No,604.6976454,No,Male,By_16:00,0.527039963,0.778198429,8.75870575,6.209263185,2.985589397,8.803517423,8623,54.39002877,630.9706546,7308.917763,77295.50051,Yes,365659.2423,25.11912926,797581.6747,73.81718846,7315.808598,80,30-45,6,987.8648356,9,Motorcycle_or_truck,Student_or_Unemployed,719.0429638,1,No
Greys,3,245.1846954,51467.6405,Healthcare,81.7282318,No,629.7412702,No,Female,By_16:00,0.113888731,0.919846351,3.896614872,7.909240779,3.331525763,6.232506214,4582,63.42698538,606.5944141,7510.60153,74753.48073,Yes,396574.0674,24.6291375,737228.1046,86.31046284,6771.232104,80,Below_30,1,946.3074912,2,Public_or_other,Student_or_Unemployed,674.7967828,1,No
Greys,4,322.9016937,46154.74775,Healthcare,107.6338979,No,428.8123784,Yes,Female,After_16:00,0.514753663,0.66069803,4.851704051,7.057578054,9.487951919,2.455710564,3327,18.27337858,590.9589803,5470.041744,70811.98434,Yes,183880.0558,24.30964789,699610.1694,91.28920159,11702.68987,80,45_and_up,3,927.9063959,20,Motorcycle_or_truck,Student_or_Unemployed,706.3241514,2,No
Yellows,7,165.3252174,24336.40674,Healthcare,55.10840579,No,441.6097034,Yes,Female,After_16:00,0.682740583,0.007831351,1.839546822,2.823423853,5.605958931,1.530782126,5476,86.23206893,637.7622699,5691.621574,73038.33665,Yes,195019.1302,25.25395553,814563.9045,70.20591609,3102.044794,80,30-45,3,933.5815806,6,Foot_or_bicycle,Student_or_Unemployed,630.8691348,0,No
Blues,10,251.7496117,36653.49378,Environment,86.23965442,No,436.7851081,Yes,Male,After_16:00,0.708516131,0.921861023,4.679539769,2.305859353,9.032578131,8.354807075,8668,4.919243813,604.9244019,5577.699885,70915.09529,Yes,190781.2307,24.59521095,732970.188,8.829808189,7135.901756,90,Below_30,1,916.2799574,5,Motorcycle_or_truck,Public_Sector,656.3389698,0,No
Greens,7,222.7403265,36001.31223,Other,74.24677549,No,484.8872155,Yes,Female,By_16:00,0.044638623,0.833225488,1.821047107,1.454436337,2.497592301,2.741927162,3871,39.67644034,832.6301823,6514.13252,80636.89882,Yes,235115.6118,28.85533196,1387292.38,75.14708417,5596.830447,50,Below_30,2,923.5820068,6,Foot_or_bicycle,Public_Sector,251.4522425,0,Yes
Greys,8,519.9599834,80491.08705,Environment,173.3199945,No,464.4073945,Yes,Male,By_16:00,0.444963427,0.901138921,1.325539015,9.819957279,4.110355065,0.37989188,5086,45.13778186,578.68994,5801.453825,70823.6439,Yes,215674.2281,24.05597514,670961.6975,26.65912849,30223.14048,90,30-45,1,928.8600113,7,Public_or_other,Public_Sector,723.1966516,0,No
Blues,5,824.186913,170599.9603,Healthcare,274.728971,No,620.9755005,No,Female,By_16:00,0.933741503,0.310429374,0.630468519,2.640557042,5.572687597,0.891777999,4027,46.11253974,637.7888336,7485.332672,76834.40545,Yes,385610.5722,25.25448146,814843.4165,39.25614594,75760.73648,80,45_and_up,1,967.7317449,9,Foot_or_bicycle,Public_Sector,663.2484893,0,No
Oranges,3,143.0169691,20611.92695,Social,47.67232302,No,432.3667412,Yes,Male,By_16:00,0.847580685,0.585804973,5.50619147,0.188242448,4.314894737,8.317700117,8827,63.20500546,542.9679272,5409.603267,67270.25037,Yes,186940.9989,23.3016722,590787.3407,88.44779173,2330.322705,70,Below_30,2,890.2247998,4,Motorcycle_or_truck,Industry_or_other,716.6339823,0,No
Reds,2,241.2764811,31436.21313,Financial,80.42549371,No,390.8737351,Yes,Female,By_16:00,0.608031385,0.792593645,6.273646539,0.833931044,3.600294651,2.126098485,8030,12.24799841,727.1063549,5362.950061,84891.99415,Yes,152782.2768,26.9649097,1058641.161,78.36172595,6558.685532,60,30-45,1,1129.975098,18,Public_or_other,Public_Sector,872.984011,0,No
Greens,6,177.3393696,43744.31968,Other,59.11312319,No,740.0102941,No,Female,By_16:00,0.133638043,0.525997528,5.850801251,0.752467373,6.530955124,2.0398124,3477,80.05623727,512.3524,8424.807741,60487.07226,Yes,547615.2353,22.63520267,526060.7871,83.39683549,3563.474457,50,Below_30,2,685.5248255,7,Public_or_other,Student_or_Unemployed,300.8132721,0,Yes
Yellows,9,587.9271791,68247.89326,Healthcare,195.9757264,No,348.2466657,Yes,Female,After_16:00,0.611327739,0.518973362,6.253997667,6.005036947,8.58363352,6.120056347,7743,30.39433977,567.6009706,4617.668598,64533.64209,Yes,121275.7401,23.82437765,645274.1168,7.978358422,38612.46105,80,45_and_up,3,832.7388256,4,Foot_or_bicycle,Hightech,574.146571,0,No
Pinks,8,521.1430706,98998.37372,Other,173.7143569,No,569.8917206,No,Male,After_16:00,0.338467531,0.273194729,1.291687933,4.454231316,7.028359394,8.508344225,9715,10.53186075,366.923935,6432.765076,59397.79003,Yes,324776.5732,19.15525868,270731.271,30.68555684,30360.39214,50,30-45,1,829.7362783,14,Public_or_other,Industry_or_other,885.0311295,0,Yes
Greys,3,642.8093428,88817.43623,Financial,214.2697809,No,414.5121904,Yes,Male,By_16:00,0.875290747,0.787819905,7.953295643,6.742850891,6.15862271,0.916661196,6467,29.44655435,599.3751933,5343.872291,71103.38265,Yes,171820.356,24.48214029,719626.0464,19.74036447,46135.8088,60,Below_30,1,931.0336745,14,Motorcycle_or_truck,Services_or_Retail,700.2895629,0,No
Browns,5,1699.626791,78279.24616,Financial,566.5422637,Yes,138.1701793,Yes,Male,By_16:00,0.536115615,0.511927458,6.121437291,3.664882642,7.955374271,9.59817088,5777,80.57064402,268.6804654,1919.062724,35205.86277,No,19090.99845,16.39147539,145020.5783,91.68339465,321546.6788,60,30-45,3,502.6410126,12,Foot_or_bicycle,Industry_or_other,494.0231517,0,No
Blues,6,298.9691322,39496.84986,Education,99.65637741,No,396.3303793,Yes,Female,By_16:00,0.64551232,0.575106828,8.690886439,3.136521578,4.896854239,1.272631725,6525,87.50886288,546.8848243,5057.073442,63525.80854,Yes,157077.7696,23.38556872,599139.1963,29.95594919,10041.04994,100,45_and_up,4,815.2512525,13,Public_or_other,Public_Sector,566.8437454,6,No
Reds,1,236.5969491,50819.49763,Financial,78.86564971,No,644.3806374,No,Male,By_16:00,0.820260742,0.842016397,8.84656376,9.497463589,9.132017305,0.766307935,8526,30.30099347,708.6676551,7861.141684,83735.30054,Yes,415226.4058,26.62081244,1005773.524,59.6378003,6308.656354,60,Below_30,3,1051.965416,1,Public_or_other,Public_Sector,699.4529258,0,No
Pinks,2,534.1064905,169290.7602,Military,178.0354968,No,950.882061,No,Male,By_16:00,0.914064507,0.346853136,3.508157628,1.943984502,5.819864932,8.064002711,5639,34.310223,922.0279704,11352.87655,111226.4266,Yes,904176.694,30.36491348,1702158.09,62.06295718,31884.67363,30,45_and_up,2,1387.939333,17,Car,Services_or_Retail,926.051908,0,Yes
Yellows,9,113.4185537,20159.87491,Healthcare,37.80618456,No,533.2427789,No,Female,After_16:00,0.171527388,0.985672127,6.228719924,8.15885331,5.936474712,8.444939314,9932,61.05851275,652.1194096,6636.666608,81354.32907,Yes,284347.8612,25.53662878,851937.4588,38.28913555,1477.113775,80,45_and_up,1,1077.615422,1,Motorcycle_or_truck,Services_or_Retail,874.7673505,0,No
Pinks,1,237.3181592,67224.24925,Other,79.10605308,No,849.7990561,No,Male,By_16:00,0.794579661,0.659475471,3.160293205,6.383624449,9.383781361,0.718319246,4955,12.13046305,842.8006177,10183.5918,103204.8179,Yes,722158.4358,29.03102853,1422413.135,63.34966407,6346.873687,50,30-45,3,1307.287081,11,Foot_or_bicycle,Services_or_Retail,927.5732386,0,Yes
Greys,6,539.9823037,81576.64944,Environment,179.9941012,No,453.2184604,Yes,Female,By_16:00,0.1249099,0.170664056,7.834779769,1.778553315,3.484379845,5.407133987,4207,8.501430159,578.6912944,5689.567193,71249.52016,Yes,205406.9728,24.05600329,670980.4252,92.88465532,32587.87058,90,45_and_up,2,941.1332019,20,Foot_or_bicycle,Hightech,749.9783819,1,No
Oranges,5,147.6880006,21073.27946,Healthcare,49.22933354,No,428.0634725,Yes,Female,By_16:00,0.815004994,0.720444288,0.710741139,9.049307588,1.644689434,9.573376253,5902,60.59068253,574.5844759,5429.803677,70366.42202,Yes,183238.3365,23.97049177,661477.1636,35.40537609,2482.756614,80,30-45,1,932.1624825,10,Foot_or_bicycle,Public_Sector,744.4602139,1,No
Reds,9,227.775467,31673.77709,Social,75.92515566,No,417.1710523,Yes,Male,By_16:00,0.961291624,0.969884257,5.21841221,4.887691902,7.60999311,3.56569337,8652,9.390765545,703.0778028,5577.866129,82060.84886,Yes,174031.6869,26.51561432,989877.9958,56.33256058,5850.554418,70,45_and_up,4,1081.502709,3,Public_or_other,Services_or_Retail,814.031163,1,No
Blues,3,941.5174838,131455.4021,Healthcare,313.8391613,No,418.8623294,Yes,Female,After_16:00,0.770328578,0.161464612,9.249219934,4.016265578,6.225631919,8.496300653,5149,46.45694012,577.380673,5343.38464,66635.29177,Yes,175445.651,24.02874681,667745.0576,84.73449037,98818.85831,80,Below_30,1,851.1848893,4,Motorcycle_or_truck,Hightech,579.3121014,1,No
Reds,4,74.28832111,8995.947085,Education,24.7627737,No,363.2851147,Yes,Male,By_16:00,0.775291964,0.110640582,1.931970152,9.350913726,2.025416824,0.656415659,4736,74.65689029,722.971261,5078.793669,83896.07392,Yes,131976.0746,26.88812491,1046612.631,89.83130422,647.9577352,100,45_and_up,2,1119.231474,16,Foot_or_bicycle,Hightech,864.4576562,1,No
Blues,3,200.1830651,29484.77449,Healthcare,66.72768836,No,441.8671651,Yes,Female,After_16:00,0.165576742,0.921825441,4.769129441,7.480129621,6.233231071,6.448433592,7489,0.999588822,595.528799,5609.729248,69352.37025,Yes,195246.5916,24.40345875,710378.2864,35.59919153,4529.312083,80,Below_30,3,888.8218644,1,Motorcycle_or_truck,Student_or_Unemployed,617.3184576,0,No
Yellows,6,61.42914924,11392.63213,Financial,20.47638308,No,556.3791264,No,Female,After_16:00,0.916221691,0.679489136,9.867735214,7.546036695,9.897259562,2.054592802,7687,72.19129018,637.7542233,6839.29971,80130.74693,Yes,309557.7323,25.25379622,814881.7111,23.99189705,449.7586472,60,30-45,0,1056.83332,2,Public_or_other,Industry_or_other,854.4332135,0,No
Blues,4,95.72985902,18528.27809,Education,31.90995301,No,580.6426005,No,Male,By_16:00,0.667743579,0.192145006,5.950426818,9.341565843,7.928210495,6.146779633,3428,73.05087855,606.2662317,7018.958468,72476.44311,Yes,337145.8295,24.62247412,736321.357,77.34871916,1060.155054,100,Below_30,0,910.3173548,2,Public_or_other,Student_or_Unemployed,613.2269724,2,No
Whites,4,261.8308051,58083.90929,Military,87.27693504,No,665.5127069,No,Male,By_16:00,0.574745632,0.431818271,8.997422988,0.489932676,4.939892192,0.930243323,9809,0.902135973,696.4856624,8048.098393,87885.10784,Yes,442907.163,26.3910148,971766.7008,32.72208716,7714.540325,30,45_and_up,1,1146.704428,8,Public_or_other,Services_or_Retail,906.632123,0,Yes
Oranges,10,110.8857826,15805.41412,Healthcare,36.96192754,No,427.6133626,Yes,Male,After_16:00,0.194283416,0.877578984,8.811902099,7.454863193,1.481329992,5.361021531,9276,40.27700238,592.8513654,5461.836357,71261.96438,Yes,182853.1879,24.34853929,704103.2887,59.77774074,1413.146015,80,Below_30,0,936.4238257,9,Public_or_other,Public_Sector,720.1925212,1,No
Blues,9,96.55825102,19729.92144,Education,32.18608367,No,612.9954063,No,Male,After_16:00,0.766712742,0.060705334,6.977158643,9.639093922,6.003399529,4.775863918,4552,83.94760212,664.7513354,7459.456734,79085.02437,Yes,375763.3682,25.78277207,885084.8884,2.432917571,1078.130066,100,45_and_up,3,996.1843431,17,Public_or_other,Student_or_Unemployed,673.2172012,3,No
Oranges,6,176.3152318,23514.24681,Healthcare,58.77174392,No,400.0944202,Yes,Female,By_16:00,0.81943825,0.167489165,7.755393975,7.662826607,6.535267087,9.500194201,7545,61.31586579,558.3230124,5117.590227,68062.74047,Yes,160075.5451,23.62885974,624580.8014,76.59987574,3522.889627,80,Below_30,1,903.2674214,20,Public_or_other,Services_or_Retail,721.5345364,3,No
Yellows,2,973.1963571,125608.4721,Financial,324.3987857,No,387.2038912,Yes,Female,By_16:00,0.912312682,0.209732401,7.36616106,9.76008133,4.66382721,5.385127431,9049,81.72400554,623.8382743,5119.71546,69798.56518,Yes,149926.8533,24.97675468,779324.2425,71.27271411,105568.971,60,30-45,2,889.5017292,6,Public_or_other,Industry_or_other,578.6537865,2,No
Reds,1,124.1729189,16068.81224,Environment,41.39097297,No,388.2202105,Yes,Male,After_16:00,0.405172853,0.105863043,6.546460288,3.685923554,6.278941294,2.911960927,4929,84.53761975,713.7029427,5309.60799,82865.99207,Yes,150714.9318,26.71521931,1019975.48,2.092817123,1764.603616,90,45_and_up,2,1097.894084,3,Foot_or_bicycle,Services_or_Retail,833.4788293,0,No
Reds,10,338.2295753,67482.93781,Financial,112.7431918,No,598.5544382,No,Female,By_16:00,0.628715427,0.080376287,9.86216563,4.147998276,0.274009139,5.893596692,5049,28.41604797,674.9405336,7335.42545,79817.04965,Yes,358267.4155,25.97961766,912378.2798,78.18632908,12833.77048,60,Below_30,0,1007.440653,12,Motorcycle_or_truck,Student_or_Unemployed,680.277457,1,No
Yellows,5,132.5984623,18877.7184,Financial,44.19948745,No,427.1026542,Yes,Female,After_16:00,0.537504095,0.791623388,1.244016159,4.705635519,5.768160932,1.610917279,4901,36.66156053,574.3877602,5419.802063,66087.54644,Yes,182416.6772,23.96638813,660839.5173,79.91617946,2007.794178,60,45_and_up,5,839.5675214,14,Motorcycle_or_truck,Hightech,559.8165436,3,No
